silver paper glints ...,her death's anniversary,origami cranes
another new year,the reek of gunpowder wafts,on the cold night air
the vermillion glow,from the pistachio trees,i knew your father
cumulonimbus,a man rolls a cardboard box,too large to carry
round and beautiful,the moon breathing with cut grain,slowly moves westward
a moment alone,in the desert of iraq,her damaged photo
the geyser erupts,for a moment i forget,the smell of sulfur
windy afternoon,two beetles manage to mate,on the goldenrod
early morning sounds . . .,the stench of the cattle truck,before it arrives
sunrise at the pier,calamari fishermen,bowing to the sea
rain turning to snow,a beggar in the subway,that no one believes
autumn in the park,a soprano saxophone,merges with the night
office windowsill,a geranium petal,drops into a file
poking flowerpots,to see if they need water,her faded house dress
indian summer,we need to be reminded,to let the young win
early winter moon,the sound of a newspaper,as it hits the ground
the lake's reflection,goes all the way out the limb,summer solitude
summer afternoon,baby and i discover,the beauty of leaves
north carolina,the lush local dialect,of mockingbird song
historic cabin,we nibble windfall apples,on the rotten porch
september sunset,crabs explore the skeleton,of a humpback whale
summer reunion,she ties a seaweed bracelet,on her sister's wrist
children's carousel,the way seasons come around,faster than before
a little escape,from the world and its affairs,the scent of jasmine
dusk in the city,the parking attendant sings,with pavarotti
this is how life is,hearing the cricket at dawn,just as it ceases
warm hand held tightly,dream of a maple seedling,ready for planting
shiny red apples,the painter introduces,a caterpillar
their hands lightly touch,at the nursing home picnic,a raindrop or two
august afternoon,behind the poetry books,a dry apple core
april burial . . .,the weeping mother neatens,her son's perfect hair
the mourning dove's head,turns backward so easily,cool of the evening
empty birdfeeder,the shimmer of falling snow,as a sparrow lands
unison shifting,of graduation tassels?,the expanse of sky
the polished surface?,a white heron hesitates,to put its foot down
now and then the wind,through the ponderosa pines,billows of pollen
vernal equinox?,a pebble casts a shadow,on the concrete floor
independence day,"next to the floats, ants carry",a butterfly corpse
remaining blossoms,a gardener rakes the sand,across his footprints
january rain?,catching a glimpse of my son,as i pass the school
reclusive neighbor,spearmint from her garden,comes over to mine
no name on her plot?,i move the flowers about,bare grave to bare grave
january rain . . .,at the edges of my nap,the old cat kneading
summer photograph?,after cutting my son out,only sky and sand
sunlight on the wall?,brushing against the yellow,my deep blue shadow
gladiola frond . . .,silhouette of a cricket,on the other side
thinking about you?,the remarkable redness,of this tomato
cherry tomato,the scent from its leaves lingers,on my fingertips
overcast morning,the last of the tomatoes,line the windowsill
in the parking lot,a rose petal has arrived,from nowhere special
bumbled by a bee,rugosa rose petals fall,through the breathless air
a great blue heron,wading through autumn colors,one step at a time
"not a laughing mouth,","a bent bow, or an eyelash,",the slender new moon
Dec-19,rows and rows of mailboxes,with their red flags up
under the red leaves,the rungs of the fish ladder,silvered by salmon
this winding river,confluence of what I know,and what I do not
Gazing at the moon,it was still summer's evening,feast for mosquitoes
small green waves crashing,contre has porcelain rim,morning tea tempest
red poppies growing,entre rows of white tombstones,as in remembrance
he winds up His watch,n Carefully That morning,That will end the war
a flagpole stands guard,before has flooded schoolhouse,as a river runs
he turns one last time,His sailor's flashing wry smile,That bright November.
white roadside crosses,Where the road meets Nature's swale,memento mori
Gleaners harvest moon,"pale faces, leaden eyes stare",at an empty field
You hardly know when,"you are coming back, You will",find so much to learn.
"Green leaves a-floating, Castles","of the foam, Boats of mine a-boating--",Where will all come home?
Whenever Auntie,moves around Her dresses make,a curious sound.
"He digs the flowers,","green, red and blue, Nor wishes",to be spoken to.
He digs the flowers,"and cuts the hay, And never",seems to want to play.
#NAME?,"as a token, A sign that","we have met, at last?"
They shed around me,"Calm clouds of scent, that I did",weep; And stroked my face.
So whenever I,"spied a Tragic Lady, I",went another way.
Proud in their careless,transience moved The changing,faces that I loved.
Acrid return and,"slimy, The sobs and slobber",of a last years woe.
And in that Heaven,"of all their wish, There shall be","no more land, say fish."
I knelt there; till your,waking fingers crept About,"my head, and held it."
But they know love grows,"colder, Grows false and dull, that",was sweet lies at most.
"Tennyson notes, with","studious eye, How Cambridge",waters hurry by .
They left three children,"(beside George, who drank); The eldest Jane,",who married Mr.
"The Prince of Peace, who","spake eternal truth, Confirmed",this fact of Nature.
"When hurled from heaven,","'tis thought, the fiends of pride Caught",Earth to brake their fall.
Glory flings his arms,round thee And proudly holds thee,in his high caress.
"Ah, then and there Thy","heart said to my heart; ""Ill would",I fare Without thee.
"""Boots, boots, boots, and no","discharge from war,""-- That is the",Empire's anthem.
Her spirit is no,norbury Banshee-- To wail,"and, then, to vanish."
O Harvard of the,"Norton wreath of gold And pearled,",Longfellow purple!
